Year,School_Name,School_Type,School_Category,Ownership_Type,Classes,Students
2008,Fr.Naumann,Secondary School,General Education School System,Municipal,8,163
2008,O.Linke,Secondary School,General Education School System,Municipal,12,238
2008,J.W.v.Goethe,Secondary School,General Education School System,Municipal,12,226
2008,E.Wille,Secondary School,General Education School System,Municipal,12,208
2008,A.W.Francke,Secondary School,General Education School System,Municipal,14,300
2008,H.Heine,Secondary School,General Education School System,Municipal,12,235
2008,Th.Mann,Secondary School,General Education School System,Municipal,11,210
2008,H.Schellheimer Sp.Sek.,Secondary School,General Education School System,Municipal,13,302
2008,LebenLernen,Secondary School,General Education School System,Independent/Private,2,44
2008,Hegel - Gymnasium,Grammar School (Gymnasium),General Education School System,Municipal,34,839
2008,A. - Einstein - Gymnasium,Grammar School (Gymnasium),General Education School System,Municipal,36,837
2008,Geschw. - Scholl - Gymnasium,Grammar School (Gymnasium),General Education School System,Municipal,31,733
2008,Gymnasium W. - v. - Siemens,Grammar School (Gymnasium),General Education School System,Municipal,23,551
2008,Sportgymnasium Magdeburg,Grammar School (Gymnasium),General Education School System,Municipal,25,494
2008,Norbertusgymnasium,Grammar School (Gymnasium),General Education School System,Independent/Private,34,838
2008,Ökumenisches Domgymnasium,Grammar School (Gymnasium),General Education School System,Independent/Private,28,739
2008,"IGS ""W. Brandt""",Integrated Comprehensive School (IGS),General Education School System,Municipal,36,826
2008,"IGS ""Regine Hildebrandt""",Integrated Comprehensive School (IGS),General Education School System,Municipal,36,803
2008,Fröbel,Special Needs School,General Education School System,Municipal,6,66
2008,Comenius,Special Needs School,General Education School System,Municipal,12,129
2008,Gebr. Grimm,Special Needs School,General Education School System,Municipal,11,123
2008,Salzmann,Special Needs School,General Education School System,Municipal,16,185
2008,Kästner,Special Needs School,General Education School System,Municipal,14,153
2008,Anne Frank,Special Needs School,General Education School System,Municipal,20,203
2008,Fermersl. Weg,Special Needs School,General Education School System,Municipal,14,89
2008,Makarenkoschule,Special Needs School,General Education School System,Municipal,11,97
2008,Regenbogen,Special Needs School,General Education School System,Municipal,12,84
2008,Am Wasserfall,Special Needs School,General Education School System,Municipal,12,86
2008,H. Kükelhaus,Special Needs School,General Education School System,Municipal,11,75
2008,"BbS ""O. v. Guericke"" Teilzeit",Vocational School (Part-Time),Vocational School System,Municipal,120,2680
2008,"BbS ""H. Beims"" Teilzeit",Vocational School (Part-Time),Vocational School System,Municipal,78,1574
2008,"BbS ""Eike v. Repgow"" Teilzeit",Vocational School (Part-Time),Vocational School System,Municipal,137,2972
2008,"BbS ""Dr. O. Schlein"" Teilzeit",Vocational School (Part-Time),Vocational School System,Municipal,19,407
2008,"BbS ""O. v. Guericke"" Vollzeit",Vocational School (Full-Time),Vocational School System,Municipal,16,319
2008,"BbS ""H. Beims"" Vollzeit",Vocational School (Full-Time),Vocational School System,Municipal,26,489
2008,"BbS ""Eike v. Repgow"" Vollzeit",Vocational School (Full-Time),Vocational School System,Municipal,23,518
2008,"BbS ""Dr. O. Schlein"" Vollzeit",Vocational School (Full-Time),Vocational School System,Municipal,46,1001
