Year,Institution,Origin,Students_Total,Students_Male,Students_Female,First_Semester_Total,First_Semester_Male,First_Semester_Female
2019,Magdeburg-Stendal University of Applied Sciences,Bolivia,0,0,0,0,0,0
2019,Magdeburg-Stendal University of Applied Sciences,Bosnia and Herzegovina,0,0,0,0,0,0
2019,Magdeburg-Stendal University of Applied Sciences,Brazil,4,0,4,0,0,0
2019,Magdeburg-Stendal University of Applied Sciences,Bulgaria,0,0,0,0,0,0
2019,Magdeburg-Stendal University of Applied Sciences,Burundi,0,0,0,0,0,0
2019,Magdeburg-Stendal University of Applied Sciences,Ecuador,,,0,0,0,0
2019,Magdeburg-Stendal University of Applied Sciences,Ivory Coast,,0,,0,0,0
2019,Magdeburg-Stendal University of Applied Sciences,Estonia,,0,,0,0,0
2019,Magdeburg-Stendal University of Applied Sciences,France,4,,,0,0,0
2019,Magdeburg-Stendal University of Applied Sciences,Georgia,0,0,0,0,0,0
2019,Magdeburg-Stendal University of Applied Sciences,Ghana,,,0,0,0,0
2019,Magdeburg-Stendal University of Applied Sciences,Greece,,,,0,0,0
2019,Magdeburg-Stendal University of Applied Sciences,Guadeloupe,0,0,0,0,0,0
2019,Magdeburg-Stendal University of Applied Sciences,Honduras,,0,,0,0,0
2019,Magdeburg-Stendal University of Applied Sciences,India,6,6,0,,,0
2019,Magdeburg-Stendal University of Applied Sciences,Indonesia,4,,,3,,
2019,Magdeburg-Stendal University of Applied Sciences,Iraq,3,,,,,0
2019,Magdeburg-Stendal University of Applied Sciences,Iran,12,10,,3,3,0
2019,Magdeburg-Stendal University of Applied Sciences,Iceland,,,0,0,0,0
2019,Magdeburg-Stendal University of Applied Sciences,Italy,6,,5,,0,
2019,Magdeburg-Stendal University of Applied Sciences,Yemen,4,3,,0,0,0
2019,Magdeburg-Stendal University of Applied Sciences,Jordan,42,30,12,,,0
2019,Magdeburg-Stendal University of Applied Sciences,Cameroon,,,0,,,0
2019,Magdeburg-Stendal University of Applied Sciences,Kazakhstan,0,0,0,0,0,0
2019,Magdeburg-Stendal University of Applied Sciences,Colombia,,,0,0,0,0
2019,Magdeburg-Stendal University of Applied Sciences,Kosovo,0,0,0,0,0,0
2019,Magdeburg-Stendal University of Applied Sciences,Kosovo (old),0,0,0,0,0,0
2019,Magdeburg-Stendal University of Applied Sciences,Croatia,,,0,0,0,0
2019,Magdeburg-Stendal University of Applied Sciences,Cuba,,,0,0,0,0
2019,Magdeburg-Stendal University of Applied Sciences,Latvia,,0,,0,0,0
2019,Magdeburg-Stendal University of Applied Sciences,Lebanon,0,0,0,0,0,0
2019,Magdeburg-Stendal University of Applied Sciences,Libya,0,0,0,0,0,0
2019,Magdeburg-Stendal University of Applied Sciences,Liechtenstein,,0,,0,0,0
2019,Magdeburg-Stendal University of Applied Sciences,Lithuania,,,,,0,
2019,Magdeburg-Stendal University of Applied Sciences,Luxembourg,,0,,0,0,0
2019,Magdeburg-Stendal University of Applied Sciences,Monaco,0,0,0,0,0,0
2019,Magdeburg-Stendal University of Applied Sciences,Morocco,,,0,,,0
2019,Magdeburg-Stendal University of Applied Sciences,Mexico,3,,,,0,
2019,Magdeburg-Stendal University of Applied Sciences,Moldova,,,,0,0,0
2019,Magdeburg-Stendal University of Applied Sciences,Moldova,0,0,0,0,0,0
2019,Magdeburg-Stendal University of Applied Sciences,Montenegro,0,0,0,0,0,0
2019,Magdeburg-Stendal University of Applied Sciences,Nepal,0,0,0,0,0,0
2019,Magdeburg-Stendal University of Applied Sciences,Netherlands,,,0,0,0,0
2019,Magdeburg-Stendal University of Applied Sciences,Nigeria,,,0,,,0
2019,Magdeburg-Stendal University of Applied Sciences,Austria,28,6,22,,0,
2019,Magdeburg-Stendal University of Applied Sciences,Pakistan,4,4,0,,,0
2019,Magdeburg-Stendal University of Applied Sciences,Palestinian Territories,,,,,,0
2019,Magdeburg-Stendal University of Applied Sciences,Philippines,0,0,0,0,0,0
2019,Magdeburg-Stendal University of Applied Sciences,Poland,4,,,,,0
2019,Magdeburg-Stendal University of Applied Sciences,Portugal,3,,,,,0
2019,Magdeburg-Stendal University of Applied Sciences,Romania,4,,3,,0,
2019,Magdeburg-Stendal University of Applied Sciences,Russia,13,3,10,,0,
2019,Magdeburg-Stendal University of Applied Sciences,Saudi Arabia,,,0,0,0,0
2019,Magdeburg-Stendal University of Applied Sciences,Sweden,,,0,0,0,0
2019,Magdeburg-Stendal University of Applied Sciences,Switzerland,,,,0,0,0
2019,Magdeburg-Stendal University of Applied Sciences,Serbia,3,,,0,0,0
2019,Magdeburg-Stendal University of Applied Sciences,Slovakia,,,0,0,0,0
2019,Magdeburg-Stendal University of Applied Sciences,Spain,13,5,8,0,0,0
2019,Magdeburg-Stendal University of Applied Sciences,Stateless,,,0,,,0
2019,Magdeburg-Stendal University of Applied Sciences,Syria,30,24,6,12,9,3
2019,Magdeburg-Stendal University of Applied Sciences,Taiwan,,,,,,0
2019,Magdeburg-Stendal University of Applied Sciences,Togo,,0,,0,0,0
2019,Magdeburg-Stendal University of Applied Sciences,Czech Republic,,0,,0,0,0
2019,Magdeburg-Stendal University of Applied Sciences,Tunisia,,,0,0,0,0
2019,Magdeburg-Stendal University of Applied Sciences,Turkey,13,8,5,,,0
2019,Magdeburg-Stendal University of Applied Sciences,Ukraine,14,5,9,4,,3
2019,Magdeburg-Stendal University of Applied Sciences,Hungary,,,,0,0,0
2019,Magdeburg-Stendal University of Applied Sciences,Unresolved/Unclear,,,0,,,0
2019,Magdeburg-Stendal University of Applied Sciences,Uzbekistan,0,0,0,0,0,0
2019,Magdeburg-Stendal University of Applied Sciences,United States,,,,,,0
2019,Magdeburg-Stendal University of Applied Sciences,Venezuela,,0,,,0,
2019,Magdeburg-Stendal University of Applied Sciences,United Kingdom,0,0,0,0,0,0
2019,Magdeburg-Stendal University of Applied Sciences,Vietnam,12,7,5,5,5,0
2019,Magdeburg-Stendal University of Applied Sciences,China,45,19,26,8,5,3
2019,Magdeburg-Stendal University of Applied Sciences,Belarus,,0,,0,0,0
2019,Otto von Guericke University Magdeburg,Saxony-Anhalt,4303,2622,1681,1105,697,408
2019,Otto von Guericke University Magdeburg,German Citizenship outside Saxony-Anhalt,5960,3178,2782,1210,614,596
2019,Otto von Guericke University Magdeburg,Egypt,85,78,7,24,21,3
2019,Otto von Guericke University Magdeburg,Algeria,,,0,0,0,0
2019,Otto von Guericke University Magdeburg,Angola,,,,,,0
2019,Otto von Guericke University Magdeburg,Ethiopia,4,4,0,0,0,0
2019,Otto von Guericke University Magdeburg,Burundi,,,0,0,0,0
2019,Otto von Guericke University Magdeburg,Ghana,9,5,4,4,,
2019,Otto von Guericke University Magdeburg,Cameroon,35,12,23,5,,3
2019,Otto von Guericke University Magdeburg,Kenya,,,0,0,0,0
2019,Otto von Guericke University Magdeburg,Libya,,,,,0,
2019,Otto von Guericke University Magdeburg,Morocco,40,31,9,6,6,0
2019,Otto von Guericke University Magdeburg,Mauritius,6,3,3,4,3,
2019,Otto von Guericke University Magdeburg,Mozambique,,,0,0,0,0
2019,Otto von Guericke University Magdeburg,Namibia,,0,,0,0,0
2019,Otto von Guericke University Magdeburg,Nigeria,83,71,12,25,22,3
2019,Otto von Guericke University Magdeburg,Rwanda,,,0,0,0,0
2019,Otto von Guericke University Magdeburg,Zambia,,,0,0,0,0
2019,Otto von Guericke University Magdeburg,South Africa,3,,,0,0,0
2019,Otto von Guericke University Magdeburg,Sudan,6,5,,,,0
2019,Otto von Guericke University Magdeburg,Tanzania,,,0,0,0,0
2019,Otto von Guericke University Magdeburg,Tunisia,32,18,14,12,5,7
2019,Otto von Guericke University Magdeburg,Argentina,4,,,0,0,0
2019,Otto von Guericke University Magdeburg,Bolivia,,,,,0,
2019,Otto von Guericke University Magdeburg,Brazil,32,19,13,11,5,6
2019,Otto von Guericke University Magdeburg,Chile,6,,5,,0,
2019,Otto von Guericke University Magdeburg,Costa Rica,,,0,0,0,0
2019,Otto von Guericke University Magdeburg,Ecuador,,,,0,0,0
2019,Otto von Guericke University Magdeburg,El Salvador,,0,,0,0,0
2019,Otto von Guericke University Magdeburg,Honduras,,,0,0,0,0
2019,Otto von Guericke University Magdeburg,Canada,3,,,0,0,0
2019,Otto von Guericke University Magdeburg,Colombia,27,14,13,10,5,5
2019,Otto von Guericke University Magdeburg,Mexico,30,22,8,13,8,5
2019,Otto von Guericke University Magdeburg,Nicaragua,,,0,,,0
2019,Otto von Guericke University Magdeburg,Paraguay,,,0,0,0,0
2019,Otto von Guericke University Magdeburg,Peru,5,4,,0,0,0
2019,Otto von Guericke University Magdeburg,Uruguay,,,0,0,0,0
2019,Otto von Guericke University Magdeburg,Venezuela,,0,,0,0,0
2019,Otto von Guericke University Magdeburg,United States,27,16,11,12,5,7
2019,Otto von Guericke University Magdeburg,Afghanistan,8,6,,,,0
2019,Otto von Guericke University Magdeburg,Syria,138,122,16,39,33,6
2019,Otto von Guericke University Magdeburg,Armenia,7,,5,,0,
2019,Otto von Guericke University Magdeburg,Azerbaijan,42,24,18,13,7,6
2019,Otto von Guericke University Magdeburg,Bangladesh,169,132,37,62,47,15
2019,Otto von Guericke University Magdeburg,China,355,165,190,92,27,65
2019,Otto von Guericke University Magdeburg,Georgia,4,3,,,,0
2019,Otto von Guericke University Magdeburg,Hong Kong,,,0,,,0
2019,Otto von Guericke University Magdeburg,India,935,706,229,273,204,69
2019,Otto von Guericke University Magdeburg,Indonesia,32,15,17,7,5,
2019,Otto von Guericke University Magdeburg,Iraq,16,9,7,8,5,3
2019,Otto von Guericke University Magdeburg,Iran,107,56,51,17,9,8
2019,Otto von Guericke University Magdeburg,Israel,5,4,,,,0
2019,Otto von Guericke University Magdeburg,Japan,5,4,,3,3,0
2019,Otto von Guericke University Magdeburg,Yemen,14,12,,5,4,
2019,Otto von Guericke University Magdeburg,Jordan,48,45,3,12,12,0
2019,Otto von Guericke University Magdeburg,Cambodia,,,,0,0,0
2019,Otto von Guericke University Magdeburg,Kazakhstan,12,7,5,6,4,
2019,Otto von Guericke University Magdeburg,Kyrgyzstan,,0,,0,0,0
2019,Otto von Guericke University Magdeburg,South Korea,10,5,5,5,,3
2019,Otto von Guericke University Magdeburg,Lebanon,12,10,,,,0
2019,Otto von Guericke University Magdeburg,Malaysia,7,,5,,0,
2019,Otto von Guericke University Magdeburg,Mongolia,5,0,5,3,0,3
2019,Otto von Guericke University Magdeburg,Myanmar,,0,,0,0,0
2019,Otto von Guericke University Magdeburg,Nepal,29,18,11,12,6,6
2019,Otto von Guericke University Magdeburg,Pakistan,172,155,17,34,31,3
2019,Otto von Guericke University Magdeburg,Palestinian Territories,16,15,,0,0,0
2019,Otto von Guericke University Magdeburg,Philippines,,0,,,0,
2019,Otto von Guericke University Magdeburg,Saudi Arabia,,,0,0,0,0
2019,Otto von Guericke University Magdeburg,Singapore,,0,,0,0,0
2019,Otto von Guericke University Magdeburg,Sri Lanka,7,,5,3,,
2019,Otto von Guericke University Magdeburg,Tajikistan,,,0,,,0
2019,Otto von Guericke University Magdeburg,Taiwan,27,9,18,11,,10
2019,Otto von Guericke University Magdeburg,Thailand,10,3,7,3,,
2019,Otto von Guericke University Magdeburg,Turkmenistan,,,,0,0,0
2019,Otto von Guericke University Magdeburg,Uzbekistan,7,3,4,4,3,
2019,Otto von Guericke University Magdeburg,Vietnam,120,50,70,19,8,11
2019,Otto von Guericke University Magdeburg,Australia,,,0,,,0
2019,Otto von Guericke University Magdeburg,New Zealand,,,0,0,0,0
2019,Otto von Guericke University Magdeburg,Albania,23,10,13,8,4,4
2019,Otto von Guericke University Magdeburg,Belgium,3,,,,,0
2019,Otto von Guericke University Magdeburg,Bosnia and Herzegovina,4,,3,0,0,0
2019,Otto von Guericke University Magdeburg,Bulgaria,51,10,41,5,,4
2019,Otto von Guericke University Magdeburg,Denmark,,0,,0,0,0
2019,Otto von Guericke University Magdeburg,Finland,3,3,0,,,0
2019,Otto von Guericke University Magdeburg,France,14,12,,6,5,
2019,Otto von Guericke University Magdeburg,Greece,20,8,12,5,3,
2019,Otto von Guericke University Magdeburg,Ireland,,0,,0,0,0
2019,Otto von Guericke University Magdeburg,Italy,53,29,24,18,10,8
2019,Otto von Guericke University Magdeburg,Kosovo,3,,,0,0,0
2019,Otto von Guericke University Magdeburg,Croatia,,,0,,,0
2019,Otto von Guericke University Magdeburg,Latvia,8,0,8,,0,
2019,Otto von Guericke University Magdeburg,Lithuania,11,5,6,6,3,3
2019,Otto von Guericke University Magdeburg,Netherlands,8,5,3,0,0,0
2019,Otto von Guericke University Magdeburg,North Macedonia,3,,,0,0,0
2019,Otto von Guericke University Magdeburg,Austria,11,8,3,0,0,0
2019,Otto von Guericke University Magdeburg,Poland,24,10,14,5,,3
2019,Otto von Guericke University Magdeburg,Portugal,8,5,3,3,,
2019,Otto von Guericke University Magdeburg,Moldova,6,,5,,,
2019,Otto von Guericke University Magdeburg,Romania,23,10,13,6,3,3
2019,Otto von Guericke University Magdeburg,Russia,90,39,51,30,15,15
2019,Otto von Guericke University Magdeburg,Sweden,4,,,,,
2019,Otto von Guericke University Magdeburg,Switzerland,6,4,,0,0,0
2019,Otto von Guericke University Magdeburg,Serbia,7,3,4,,0,
2019,Otto von Guericke University Magdeburg,Slovenia,3,,,0,0,0
2019,Otto von Guericke University Magdeburg,Spain,21,11,10,9,4,5
2019,Otto von Guericke University Magdeburg,Czech Republic,6,0,6,,0,
2019,Otto von Guericke University Magdeburg,Turkey,61,29,32,18,10,8
2019,Otto von Guericke University Magdeburg,Ukraine,148,70,78,28,17,11
2019,Otto von Guericke University Magdeburg,Hungary,3,3,0,,,0
2019,Otto von Guericke University Magdeburg,United Kingdom,6,4,,,,0
2019,Otto von Guericke University Magdeburg,Belarus,14,8,6,5,5,0
2019,Otto von Guericke University Magdeburg,Stateless,,,0,,,0
2019,Otto von Guericke University Magdeburg,Unresolved/Unclear,5,5,0,,,0
2018,Magdeburg-Stendal University of Applied Sciences,Saxony-Anhalt,2760,1374,1386,590,332,258
2018,Magdeburg-Stendal University of Applied Sciences,German Citizenship outside Saxony-Anhalt,2569,1197,1372,574,229,345
2018,Magdeburg-Stendal University of Applied Sciences,Afghanistan,3,,,,,
2018,Magdeburg-Stendal University of Applied Sciences,Albania,,,,,0,
2018,Magdeburg-Stendal University of Applied Sciences,Algeria,0,0,0,0,0,0
2018,Magdeburg-Stendal University of Applied Sciences,Armenia,,,,,0,
2018,Magdeburg-Stendal University of Applied Sciences,Azerbaijan,,,,,,
2018,Magdeburg-Stendal University of Applied Sciences,Belgium,4,,,,,
2018,Magdeburg-Stendal University of Applied Sciences,Bolivia,0,0,0,0,0,0
2018,Magdeburg-Stendal University of Applied Sciences,Bosnia and Herzegovina,,,,,0,
2018,Magdeburg-Stendal University of Applied Sciences,Brazil,5,,,,,
2018,Magdeburg-Stendal University of Applied Sciences,Bulgaria,,,,,0,
2018,Magdeburg-Stendal University of Applied Sciences,Burundi,,,,,0,
2018,Magdeburg-Stendal University of Applied Sciences,Ecuador,,,,,0,
2018,Magdeburg-Stendal University of Applied Sciences,Ivory Coast,,,,,0,
2018,Magdeburg-Stendal University of Applied Sciences,Estonia,,,,,,
2018,Magdeburg-Stendal University of Applied Sciences,France,3,,,,0,
2018,Magdeburg-Stendal University of Applied Sciences,Georgia,,,,,,
2018,Magdeburg-Stendal University of Applied Sciences,Ghana,0,0,0,0,0,0
2018,Magdeburg-Stendal University of Applied Sciences,Greece,4,,,,,
2018,Magdeburg-Stendal University of Applied Sciences,Guadeloupe,0,0,0,0,0,0
2018,Magdeburg-Stendal University of Applied Sciences,Honduras,,,,,,
2018,Magdeburg-Stendal University of Applied Sciences,India,3,3,0,,,
2018,Magdeburg-Stendal University of Applied Sciences,Indonesia,4,,,,,
2018,Magdeburg-Stendal University of Applied Sciences,Iraq,,,,,0,
2018,Magdeburg-Stendal University of Applied Sciences,Iran,7,4,3,3,,
2018,Magdeburg-Stendal University of Applied Sciences,Iceland,,,,,0,
2018,Magdeburg-Stendal University of Applied Sciences,Italy,6,,,,,
2018,Magdeburg-Stendal University of Applied Sciences,Yemen,4,,,,,
2018,Magdeburg-Stendal University of Applied Sciences,Jordan,58,34,24,,,
2018,Magdeburg-Stendal University of Applied Sciences,Cameroon,,,,,0,
2018,Magdeburg-Stendal University of Applied Sciences,Kazakhstan,0,0,0,0,0,0
2018,Magdeburg-Stendal University of Applied Sciences,Colombia,,,,,0,
2018,Magdeburg-Stendal University of Applied Sciences,Kosovo (old),0,0,0,0,0,0
2018,Magdeburg-Stendal University of Applied Sciences,Kosovo,0,0,0,0,0,0
2018,Magdeburg-Stendal University of Applied Sciences,Croatia,,,,,0,
2018,Magdeburg-Stendal University of Applied Sciences,Cuba,,,,,,
2018,Magdeburg-Stendal University of Applied Sciences,Lebanon,,,,,0,
2018,Magdeburg-Stendal University of Applied Sciences,Libya,,,,,0,
2018,Magdeburg-Stendal University of Applied Sciences,Liechtenstein,,,,0,0,0
2018,Magdeburg-Stendal University of Applied Sciences,Lithuania,,,,0,0,0
2018,Magdeburg-Stendal University of Applied Sciences,Luxembourg,,,,0,0,0
2018,Magdeburg-Stendal University of Applied Sciences,Morocco,,,,0,0,0
2018,Magdeburg-Stendal University of Applied Sciences,Mexico,,,,0,0,0
2018,Magdeburg-Stendal University of Applied Sciences,Moldova,,,,,,
2018,Magdeburg-Stendal University of Applied Sciences,Monaco,0,0,0,0,0,0
2018,Magdeburg-Stendal University of Applied Sciences,Montenegro,,,,0,0,0
2018,Magdeburg-Stendal University of Applied Sciences,Nepal,,,,0,0,0
2018,Magdeburg-Stendal University of Applied Sciences,Netherlands,3,,,0,0,0
2018,Magdeburg-Stendal University of Applied Sciences,Nigeria,0,0,0,0,0,0
2018,Magdeburg-Stendal University of Applied Sciences,Pakistan,,,,0,0,0
2018,Magdeburg-Stendal University of Applied Sciences,Palestinian Territories,0,0,0,0,0,0
2018,Magdeburg-Stendal University of Applied Sciences,Philippines,,,,0,0,0
2018,Magdeburg-Stendal University of Applied Sciences,Poland,5,,,,,
2018,Magdeburg-Stendal University of Applied Sciences,Portugal,,,,0,0,0
2018,Magdeburg-Stendal University of Applied Sciences,Romania,,,,,,
2018,Magdeburg-Stendal University of Applied Sciences,Russia,16,3,13,4,,
2018,Magdeburg-Stendal University of Applied Sciences,Sweden,,,,0,0,0
2018,Magdeburg-Stendal University of Applied Sciences,Switzerland,3,,,,,
2018,Magdeburg-Stendal University of Applied Sciences,Serbia,3,,,0,0,0
2018,Magdeburg-Stendal University of Applied Sciences,Slovakia,,,,0,0,0
2018,Magdeburg-Stendal University of Applied Sciences,Spain,19,11,8,3,,
2018,Magdeburg-Stendal University of Applied Sciences,Stateless,,,,0,0,0
2018,Magdeburg-Stendal University of Applied Sciences,Syria,20,16,4,9,,
2018,Magdeburg-Stendal University of Applied Sciences,Taiwan,,,,0,0,0
2018,Magdeburg-Stendal University of Applied Sciences,Togo,,,,,,
2018,Magdeburg-Stendal University of Applied Sciences,Czech Republic,,,,0,0,0
2018,Magdeburg-Stendal University of Applied Sciences,Tunisia,,,,0,0,0
2018,Magdeburg-Stendal University of Applied Sciences,Turkey,12,7,5,4,,
2018,Magdeburg-Stendal University of Applied Sciences,Ukraine,10,5,5,,,
2018,Magdeburg-Stendal University of Applied Sciences,Hungary,,,,,,
2018,Magdeburg-Stendal University of Applied Sciences,Uzbekistan,0,0,0,0,0,0
2018,Magdeburg-Stendal University of Applied Sciences,United States,3,0,3,0,0,0
2018,Magdeburg-Stendal University of Applied Sciences,United Kingdom,0,0,0,0,0,0
2018,Magdeburg-Stendal University of Applied Sciences,Vietnam,13,6,7,5,,
2018,Magdeburg-Stendal University of Applied Sciences,China,41,26,15,7,3,4
2018,Magdeburg-Stendal University of Applied Sciences,Belarus,3,,,,,
2018,Magdeburg-Stendal University of Applied Sciences,Unknown,4,,,0,0,0
2018,Magdeburg-Stendal University of Applied Sciences,Egypt,4,,,,,
2018,Magdeburg-Stendal University of Applied Sciences,Austria,28,6,22,,,
2018,Otto von Guericke University Magdeburg,Saxony-Anhalt,4387,2636,1751,1136,673,463
2018,Otto von Guericke University Magdeburg,German Citizenship outside Saxony-Anhalt,6184,3340,2844,1379,714,665
2018,Otto von Guericke University Magdeburg,Afghanistan,7,,,3,,
2018,Otto von Guericke University Magdeburg,Albania,14,5,9,7,,
2018,Otto von Guericke University Magdeburg,Algeria,,,,,,
2018,Otto von Guericke University Magdeburg,Angola,,,,0,0,0
2018,Otto von Guericke University Magdeburg,Syria,117,101,16,47,40,7
2018,Otto von Guericke University Magdeburg,Argentina,4,,,3,,
2018,Otto von Guericke University Magdeburg,Armenia,11,5,6,0,0,0
2018,Otto von Guericke University Magdeburg,Azerbaijan,29,19,10,12,7,5
2018,Otto von Guericke University Magdeburg,Australia,0,0,0,0,0,0
2018,Otto von Guericke University Magdeburg,Bangladesh,97,76,21,39,32,7
2018,Otto von Guericke University Magdeburg,Belgium,,,,,,
2018,Otto von Guericke University Magdeburg,Bolivia,,,,0,0,0
2018,Otto von Guericke University Magdeburg,Bosnia and Herzegovina,4,,,,,
2018,Otto von Guericke University Magdeburg,Brazil,30,18,12,7,4,3
2018,Otto von Guericke University Magdeburg,Bulgaria,50,9,41,8,,
2018,Otto von Guericke University Magdeburg,Burundi,,,,,,
2018,Otto von Guericke University Magdeburg,Chile,5,,,,,
2018,Otto von Guericke University Magdeburg,China,357,171,186,95,40,55
2018,Otto von Guericke University Magdeburg,Costa Rica,,,,0,0,0
2018,Otto von Guericke University Magdeburg,Dominican Republic,0,0,0,0,0,0
2018,Otto von Guericke University Magdeburg,Denmark,,,,,,
2018,Otto von Guericke University Magdeburg,Ecuador,,,,0,0,0
2018,Otto von Guericke University Magdeburg,El Salvador,,,,0,0,0
2018,Otto von Guericke University Magdeburg,Estonia,,,,0,0,0
2018,Otto von Guericke University Magdeburg,Finland,,,,,,
2018,Otto von Guericke University Magdeburg,France,12,7,5,4,,
2018,Otto von Guericke University Magdeburg,Georgia,5,,,0,0,0
2018,Otto von Guericke University Magdeburg,Ghana,7,,,,,
2018,Otto von Guericke University Magdeburg,Greece,17,6,11,5,,
2018,Otto von Guericke University Magdeburg,Honduras,,,,0,0,0
2018,Otto von Guericke University Magdeburg,India,710,552,158,169,134,35
2018,Otto von Guericke University Magdeburg,Indonesia,29,13,16,12,6,6
2018,Otto von Guericke University Magdeburg,Iraq,10,5,5,5,,
2018,Otto von Guericke University Magdeburg,Iran,94,51,43,12,8,4
2018,Otto von Guericke University Magdeburg,Ireland,,,,,,
2018,Otto von Guericke University Magdeburg,Israel,7,,,,,
2018,Otto von Guericke University Magdeburg,Italy,44,19,25,17,6,11
2018,Otto von Guericke University Magdeburg,Japan,3,,,,,
2018,Otto von Guericke University Magdeburg,Yemen,12,,,5,5,0
2018,Otto von Guericke University Magdeburg,Jordan,42,,,17,,
2018,Otto von Guericke University Magdeburg,Cambodia,,,,0,0,0
2018,Otto von Guericke University Magdeburg,Cameroon,35,14,21,4,,
2018,Otto von Guericke University Magdeburg,Canada,,,,,,
2018,Otto von Guericke University Magdeburg,Kazakhstan,10,6,4,3,,
2018,Otto von Guericke University Magdeburg,Kenya,4,,,0,0,0
2018,Otto von Guericke University Magdeburg,Kyrgyzstan,4,0,4,0,0,0
2018,Otto von Guericke University Magdeburg,Colombia,27,14,13,15,6,9
2018,Otto von Guericke University Magdeburg,South Korea,8,4,4,5,,
2018,Otto von Guericke University Magdeburg,Kosovo,5,,,,,
2018,Otto von Guericke University Magdeburg,Croatia,,,,0,0,0
2018,Otto von Guericke University Magdeburg,Cuba,,,,0,0,0
2018,Otto von Guericke University Magdeburg,Latvia,11,,,,,
2018,Otto von Guericke University Magdeburg,Lebanon,10,,,5,5,0
2018,Otto von Guericke University Magdeburg,Libya,,,,0,0,0
2018,Otto von Guericke University Magdeburg,Lithuania,13,9,4,6,6,0
2018,Otto von Guericke University Magdeburg,Malaysia,7,,,,,
2018,Otto von Guericke University Magdeburg,Morocco,39,31,8,21,18,3
2018,Otto von Guericke University Magdeburg,Mauritius,,,,,,
2018,Otto von Guericke University Magdeburg,North Macedonia,4,,,,,
2018,Otto von Guericke University Magdeburg,Mexico,30,21,9,14,10,4
2018,Otto von Guericke University Magdeburg,Moldova,6,0,6,,,
2018,Otto von Guericke University Magdeburg,Mongolia,3,0,3,,,
2018,Otto von Guericke University Magdeburg,Mozambique,,,,0,0,0
2018,Otto von Guericke University Magdeburg,Myanmar,,,,0,0,0
2018,Otto von Guericke University Magdeburg,Namibia,,,,0,0,0
2018,Otto von Guericke University Magdeburg,Nepal,21,15,6,4,,
2018,Otto von Guericke University Magdeburg,New Zealand,,,,0,0,0
2018,Otto von Guericke University Magdeburg,Nicaragua,,,,0,0,0
2018,Otto von Guericke University Magdeburg,Netherlands,9,6,3,,,
2018,Otto von Guericke University Magdeburg,Nigeria,53,42,11,19,11,8
2018,Otto von Guericke University Magdeburg,Norway,0,0,0,0,0,0
2018,Otto von Guericke University Magdeburg,Pakistan,181,162,19,49,38,11
2018,Otto von Guericke University Magdeburg,Palestinian Territories,16,16,0,3,3,0
2018,Otto von Guericke University Magdeburg,Paraguay,,,,0,0,0
2018,Otto von Guericke University Magdeburg,Peru,6,3,3,,,
2018,Otto von Guericke University Magdeburg,Philippines,,,,,,
2018,Otto von Guericke University Magdeburg,Poland,28,10,18,3,,
2018,Otto von Guericke University Magdeburg,Portugal,9,,,3,,
2018,Otto von Guericke University Magdeburg,Rwanda,,,,0,0,0
2018,Otto von Guericke University Magdeburg,Romania,24,11,13,10,5,5
2018,Otto von Guericke University Magdeburg,Russia,100,47,53,35,16,19
2018,Otto von Guericke University Magdeburg,Saudi Arabia,3,3,0,,,
2018,Otto von Guericke University Magdeburg,Sweden,3,,,,,
2018,Otto von Guericke University Magdeburg,Switzerland,7,,,3,3,0
2018,Otto von Guericke University Magdeburg,Serbia,6,,,0,0,0
2018,Otto von Guericke University Magdeburg,Singapore,,,,0,0,0
2018,Otto von Guericke University Magdeburg,Slovakia,,,,0,0,0
2018,Otto von Guericke University Magdeburg,Slovenia,3,,,,,
2018,Otto von Guericke University Magdeburg,Spain,22,12,10,5,,
2018,Otto von Guericke University Magdeburg,Sri Lanka,5,,,0,0,0
2018,Otto von Guericke University Magdeburg,Stateless,0,0,0,0,0,0
2018,Otto von Guericke University Magdeburg,Sudan,4,,,,,
2018,Otto von Guericke University Magdeburg,South Africa,3,,,,,
2018,Otto von Guericke University Magdeburg,Tajikistan,,,,,,
2018,Otto von Guericke University Magdeburg,Taiwan,24,12,12,13,7,6
2018,Otto von Guericke University Magdeburg,Tanzania,,,,0,0,0
2018,Otto von Guericke University Magdeburg,Thailand,11,7,4,7,,
2018,Otto von Guericke University Magdeburg,Czech Republic,11,3,8,5,,
2018,Otto von Guericke University Magdeburg,Tunisia,20,13,7,7,4,3
2018,Otto von Guericke University Magdeburg,Turkmenistan,,,,,,
2018,Otto von Guericke University Magdeburg,Turkey,51,24,27,11,4,7
2018,Otto von Guericke University Magdeburg,United States,28,15,13,15,8,7
2018,Otto von Guericke University Magdeburg,Ukraine,156,80,76,29,12,17
2018,Otto von Guericke University Magdeburg,Hungary,5,5,0,,,
2018,Otto von Guericke University Magdeburg,Unresolved/Unclear,,0,,,0,
2018,Otto von Guericke University Magdeburg,Uruguay,,,,,0,
2018,Otto von Guericke University Magdeburg,Uzbekistan,5,,,,,
2018,Otto von Guericke University Magdeburg,Venezuela,,,,,,
2018,Otto von Guericke University Magdeburg,United Kingdom,7,4,3,,,
2018,Otto von Guericke University Magdeburg,Vietnam,129,58,71,22,14,8
2018,Otto von Guericke University Magdeburg,Belarus,12,5,7,,,
2018,Otto von Guericke University Magdeburg,Egypt,67,62,5,28,,
